goal,adherence_pct,avg_sleep,avg_soreness,workout_completion_pct,weight_change_kg,weeks_since_last_adjustment,label
bulk,93.9,7.3,2.9,99.7,0.48,4,increase_intensity
bulk,44.4,4.7,4.2,60.0,-0.41,1,deload_week
bulk,67.3,6.4,3.8,46.6,-1.43,1,stay_course
cut,65.9,8.0,5.0,61.8,1.39,5,deload_week
bulk,73.5,8.9,2.5,51.2,-1.26,1,stay_course
bulk,62.1,5.2,1.3,62.3,-0.49,3,deload_week
cut,67.6,6.8,3.8,77.0,-1.09,3,stay_course
maintain,76.1,8.4,1.4,77.1,1.0,5,increase_intensity
cut,56.8,7.5,3.4,95.8,-0.19,2,stay_course
cut,48.5,9.2,2.3,71.1,-0.15,6,stay_course
maintain,83.3,6.3,4.7,37.4,0.16,6,deload_week
maintain,62.4,8.7,1.2,60.5,0.02,1,stay_course
bulk,48.5,8.7,2.5,88.1,0.63,1,stay_course
bulk,43.0,7.7,1.9,79.3,-0.47,3,stay_course
cut,67.6,5.6,1.5,89.3,-0.09,2,stay_course
bulk,49.8,7.3,2.3,80.5,0.86,1,stay_course
cut,45.3,7.1,4.8,87.2,-0.95,6,deload_week
maintain,83.0,5.7,1.5,59.4,-0.33,5,stay_course
maintain,40.4,4.8,4.1,96.0,0.42,1,deload_week
cut,47.0,6.4,1.0,42.5,-0.11,1,stay_course
bulk,45.2,5.4,1.3,91.6,0.73,2,deload_week
maintain,43.2,7.3,1.8,32.3,-1.29,4,increase_calories
bulk,58.8,4.6,4.8,47.9,0.6,6,deload_week
cut,92.6,7.4,2.2,79.8,0.6,2,increase_intensity
bulk,48.5,7.3,2.9,71.5,0.22,4,stay_course
maintain,47.9,5.8,4.8,83.6,-0.26,6,deload_week
cut,97.6,8.5,3.1,39.9,-0.08,3,reduce_calories
bulk,45.0,9.0,3.9,35.0,-0.73,1,stay_course
cut,61.1,7.3,3.4,45.5,-0.95,4,stay_course
maintain,52.8,8.9,4.2,55.2,-0.73,2,deload_week
maintain,92.3,5.3,3.1,58.4,-0.68,5,deload_week
maintain,42.3,6.6,1.8,68.4,1.47,3,reduce_calories
maintain,95.9,7.0,3.2,97.7,-0.55,2,stay_course
maintain,95.3,8.5,3.5,89.5,-0.28,2,stay_course
bulk,42.8,6.2,2.8,61.1,-0.67,1,stay_course
maintain,61.6,7.6,2.4,55.5,-0.31,2,stay_course
bulk,51.0,8.6,3.4,67.9,-0.5,3,stay_course
cut,42.6,7.6,2.2,31.9,1.47,1,stay_course
cut,46.0,4.9,1.4,84.5,1.32,1,deload_week
bulk,99.2,4.6,2.3,50.6,1.33,6,deload_week
maintain,43.2,8.0,1.7,31.7,0.65,3,stay_course
cut,58.9,9.1,2.1,95.8,0.55,1,stay_course
cut,80.0,5.4,4.6,84.9,1.2,3,deload_week
cut,40.6,8.8,4.0,79.0,-1.35,3,increase_calories
cut,60.2,8.8,4.7,93.5,-0.46,6,deload_week
bulk,81.2,5.8,3.5,73.2,-1.4,3,increase_calories
cut,97.4,7.0,4.1,79.3,1.03,4,reduce_calories
bulk,73.0,9.2,3.8,71.3,-0.4,1,stay_course
cut,80.0,8.6,1.2,98.8,-0.64,6,increase_intensity
bulk,53.0,6.0,3.9,44.2,1.19,1,reduce_calories
cut,56.6,5.1,1.1,45.0,-1.36,5,deload_week
bulk,98.3,5.9,1.3,51.0,0.34,1,stay_course
cut,99.4,6.2,3.5,92.4,1.38,3,reduce_calories
maintain,85.6,5.7,2.5,69.7,-1.06,3,increase_calories
maintain,44.2,4.8,4.9,69.9,0.23,6,deload_week
cut,63.9,6.6,4.7,87.7,-1.32,5,deload_week
maintain,83.0,6.9,1.2,78.7,-0.78,4,increase_intensity
bulk,56.0,7.9,3.9,96.9,0.49,5,stay_course
maintain,58.4,8.0,4.9,90.3,-1.44,4,deload_week
maintain,67.5,8.3,4.4,53.4,-1.48,2,deload_week
bulk,60.9,4.6,3.0,99.0,-0.56,2,deload_week
maintain,51.0,5.0,3.1,42.9,-1.32,2,deload_week
bulk,96.8,8.0,1.6,85.2,-0.58,1,increase_intensity
cut,40.9,8.4,3.3,75.0,1.18,6,stay_course
cut,61.4,4.5,4.1,67.9,1.24,5,deload_week
maintain,54.6,5.3,4.6,36.2,-0.32,2,deload_week
cut,77.0,4.5,4.6,53.4,1.43,4,deload_week
maintain,85.3,9.5,3.2,98.7,-0.15,5,stay_course
cut,45.3,7.5,3.4,59.6,-1.0,1,stay_course
cut,97.2,5.7,3.7,91.8,0.89,6,reduce_calories
cut,67.5,6.3,1.7,47.9,1.45,1,stay_course
bulk,75.8,4.5,2.8,36.4,-0.47,2,deload_week
cut,82.8,7.3,1.7,60.2,1.37,1,stay_course
bulk,87.7,8.1,1.7,54.7,1.23,1,reduce_calories
bulk,74.4,6.9,1.0,55.6,-1.22,1,stay_course
cut,70.2,5.6,2.5,68.5,-1.26,5,increase_calories
maintain,74.1,6.8,4.9,41.7,0.57,4,deload_week
bulk,71.0,8.0,4.0,84.1,1.25,4,reduce_calories
bulk,85.9,8.0,4.4,34.7,1.44,5,deload_week
cut,70.5,7.4,4.6,86.3,-0.67,3,deload_week
cut,79.4,9.5,1.6,80.6,-0.07,1,increase_intensity
cut,50.7,5.6,2.2,38.9,1.28,2,stay_course
cut,79.7,5.3,2.0,49.4,-0.04,3,deload_week
bulk,52.7,5.2,4.0,66.7,-1.17,4,deload_week
maintain,74.6,8.1,3.8,77.1,0.71,6,stay_course
cut,47.7,7.7,4.9,49.4,0.64,2,deload_week
cut,91.1,5.2,2.8,55.1,1.29,6,deload_week
cut,54.6,8.1,1.2,84.4,-1.11,1,stay_course
maintain,60.1,4.7,2.0,43.8,0.55,1,deload_week
maintain,82.9,7.5,4.7,60.8,-0.12,4,deload_week
bulk,45.8,7.2,1.5,35.0,-1.43,2,stay_course
bulk,45.4,7.9,4.3,98.5,-1.28,3,deload_week
maintain,91.9,4.7,4.8,70.7,1.37,2,deload_week
cut,96.6,4.6,2.0,97.6,0.12,3,deload_week
cut,77.2,6.5,1.6,35.7,1.11,1,stay_course
maintain,69.2,7.0,2.5,69.0,-0.39,4,stay_course
maintain,67.6,8.3,4.6,56.8,0.6,2,deload_week
cut,74.2,8.5,2.4,34.2,0.24,3,stay_course
maintain,79.4,6.7,2.7,98.6,0.55,5,increase_intensity
cut,83.0,7.3,2.4,51.2,0.31,2,reduce_calories
maintain,51.4,8.7,2.5,60.4,1.0,1,reduce_calories
maintain,98.1,5.8,4.1,76.6,1.26,6,reduce_calories
maintain,96.5,7.3,2.3,77.1,-1.2,5,increase_intensity
bulk,78.2,9.3,3.1,64.5,1.46,6,reduce_calories
bulk,45.9,7.6,2.6,74.8,0.67,6,stay_course
cut,79.5,7.4,2.5,45.4,0.18,2,reduce_calories
cut,83.2,9.3,2.1,62.3,1.37,3,reduce_calories
bulk,43.5,7.2,1.9,48.3,-0.89,1,stay_course
bulk,54.5,4.9,4.3,89.4,0.09,4,deload_week
cut,62.4,8.1,2.5,62.7,0.68,6,stay_course
bulk,80.5,7.0,4.2,58.1,0.64,6,deload_week
maintain,83.3,9.2,4.7,53.5,-0.9,2,deload_week
maintain,62.2,6.9,4.4,57.5,1.29,5,deload_week
bulk,62.9,8.5,2.7,93.4,-1.12,2,stay_course
maintain,57.1,4.6,3.8,30.6,-0.5,5,deload_week
maintain,70.5,8.6,1.7,57.9,-1.07,3,increase_calories
bulk,62.9,6.0,2.8,37.9,1.27,1,reduce_calories
maintain,92.2,5.9,2.0,84.4,0.27,1,increase_intensity
maintain,50.9,5.1,4.3,33.7,0.5,3,deload_week
bulk,72.7,5.5,4.2,41.0,-0.25,1,deload_week
maintain,86.6,8.9,1.9,86.7,-0.14,4,increase_intensity
cut,79.5,6.8,1.4,93.5,1.21,1,increase_intensity
bulk,78.7,8.2,3.0,67.2,-0.43,2,increase_calories
cut,95.9,4.9,3.9,61.3,1.25,5,deload_week
maintain,59.1,5.5,4.3,76.1,0.72,2,deload_week
maintain,93.4,7.0,2.8,48.7,0.54,6,stay_course
maintain,42.9,7.0,3.6,41.5,0.44,6,stay_course
cut,81.5,6.6,2.4,81.9,-1.06,4,increase_intensity
maintain,67.2,7.4,2.6,52.7,-0.94,4,increase_calories
cut,46.7,9.1,3.6,33.3,0.79,6,stay_course
maintain,88.9,8.6,4.7,34.4,1.28,3,deload_week
maintain,78.9,7.8,1.2,31.8,-1.04,6,increase_calories
cut,83.8,4.8,1.7,62.4,1.04,2,deload_week
cut,65.5,7.5,1.9,70.2,0.88,2,stay_course
maintain,71.7,7.6,1.3,99.5,1.23,2,increase_intensity
cut,51.9,7.6,2.4,40.8,0.83,2,stay_course
bulk,41.6,7.7,3.3,74.2,-0.05,2,stay_course
maintain,47.7,6.4,3.5,87.9,1.08,6,reduce_calories
cut,94.6,5.2,1.6,78.5,0.94,2,deload_week
bulk,77.0,9.0,3.4,42.2,-0.64,4,increase_calories
bulk,81.6,9.0,4.3,84.7,-0.82,2,deload_week
maintain,65.6,7.0,4.9,62.9,-1.23,1,deload_week
bulk,98.6,4.7,1.7,72.5,0.86,1,deload_week
bulk,88.4,8.6,1.8,32.7,-1.46,1,stay_course
cut,63.8,6.3,4.4,87.7,0.16,5,deload_week
bulk,73.6,9.3,3.8,97.5,-0.02,6,stay_course
maintain,95.4,8.3,3.1,48.1,-0.29,2,stay_course
maintain,66.6,5.8,1.6,98.6,1.39,6,reduce_calories
cut,48.5,5.3,3.8,31.2,-1.18,5,deload_week
maintain,55.2,5.3,3.2,76.9,0.72,2,deload_week
bulk,88.9,9.5,3.5,42.9,0.7,3,stay_course
maintain,43.4,5.4,4.6,99.5,-0.49,3,deload_week
bulk,43.0,6.4,4.3,74.5,0.67,2,deload_week
cut,91.3,5.1,1.2,57.8,0.88,3,deload_week
cut,89.7,4.5,3.7,46.0,0.18,3,deload_week
cut,79.2,6.1,1.1,76.2,-0.84,4,increase_intensity
cut,64.1,4.8,4.1,76.5,-0.81,6,deload_week
maintain,79.4,6.4,2.3,49.4,-0.07,3,stay_course
maintain,55.1,4.9,1.7,73.8,-1.3,1,deload_week
maintain,98.6,5.8,1.3,83.6,0.52,3,increase_intensity
maintain,56.3,7.3,3.7,70.3,-0.37,2,stay_course
bulk,59.3,7.2,2.4,42.9,-0.07,1,stay_course
cut,41.1,5.3,4.9,76.7,-1.29,6,deload_week
maintain,45.8,8.1,1.4,51.5,1.32,5,reduce_calories
cut,85.1,6.6,4.8,58.2,0.1,6,deload_week
maintain,64.4,7.3,3.1,45.1,-1.01,4,increase_calories
maintain,53.9,8.5,4.9,43.0,-0.19,4,deload_week
bulk,85.9,6.8,2.4,70.4,0.09,5,increase_intensity
maintain,78.9,6.6,1.9,74.6,-0.88,6,increase_intensity
bulk,74.3,9.1,3.8,44.2,0.31,6,stay_course
maintain,59.7,5.4,4.8,77.0,0.86,6,deload_week
maintain,50.9,5.1,1.2,38.5,-1.29,1,deload_week
maintain,69.2,6.4,5.0,69.4,-0.13,3,deload_week
maintain,40.4,4.7,1.6,97.8,-0.11,3,deload_week
maintain,72.7,8.3,3.0,50.8,-0.16,4,stay_course
maintain,93.1,4.9,4.3,57.0,-0.46,6,deload_week
cut,55.4,6.2,1.1,47.1,-0.56,2,stay_course
maintain,52.0,7.4,2.5,49.1,-0.22,2,stay_course
maintain,66.5,5.0,3.5,75.5,-1.09,6,deload_week
maintain,53.4,5.5,3.8,71.5,0.66,2,stay_course
maintain,61.0,5.3,1.6,58.9,-0.88,3,deload_week
cut,99.2,8.8,3.5,94.1,0.36,5,reduce_calories
bulk,85.8,7.6,2.4,49.7,0.47,2,stay_course
maintain,98.3,8.3,4.5,95.9,-0.62,2,deload_week
maintain,82.5,8.4,4.2,51.4,-1.14,5,deload_week
bulk,75.3,8.3,2.0,79.4,1.07,3,increase_intensity
bulk,67.1,5.6,4.5,91.4,-0.71,5,deload_week
bulk,90.2,8.0,1.7,45.7,0.28,5,stay_course
maintain,47.7,8.1,3.9,45.3,0.23,5,stay_course
bulk,86.2,7.1,4.4,48.9,-0.75,1,deload_week
cut,99.9,8.3,2.8,34.3,-0.98,4,stay_course
cut,68.7,6.0,4.4,54.3,-0.64,6,deload_week
maintain,62.2,6.9,3.3,90.1,-1.12,2,increase_calories
cut,42.6,5.9,2.7,51.3,1.29,2,stay_course
bulk,76.7,7.3,4.3,39.9,0.71,3,deload_week
cut,48.2,5.1,3.9,62.3,1.08,3,deload_week
bulk,82.4,6.5,2.3,53.6,0.53,4,stay_course
cut,73.3,6.7,4.2,94.6,0.33,1,deload_week
maintain,82.3,7.3,1.8,78.7,-0.31,2,increase_intensity
cut,44.3,9.2,3.2,33.4,-0.89,2,stay_course
cut,89.7,5.3,3.7,39.5,1.07,2,deload_week
maintain,67.5,5.4,2.6,75.9,-1.44,2,deload_week
bulk,67.0,7.4,3.0,78.5,0.9,4,stay_course
bulk,89.9,4.7,4.2,99.2,0.45,6,deload_week
bulk,93.8,7.3,2.1,82.7,1.38,2,increase_intensity
bulk,45.4,7.8,2.9,92.2,-1.31,3,stay_course
cut,99.6,6.0,4.4,34.1,-0.81,3,deload_week
cut,49.8,8.6,3.4,49.6,-0.33,2,stay_course
maintain,85.1,8.1,4.0,83.1,-0.9,2,increase_calories
bulk,99.6,7.6,1.9,39.5,-1.1,4,increase_calories
bulk,99.5,5.6,4.5,46.1,-0.84,3,deload_week
maintain,68.1,4.8,3.8,76.9,-0.22,4,deload_week
maintain,96.0,4.6,4.4,39.9,-0.06,5,deload_week
maintain,85.1,6.1,4.6,34.0,-0.67,3,deload_week
cut,43.4,9.2,1.7,46.2,0.25,3,stay_course
maintain,50.2,4.6,2.1,94.3,0.88,1,deload_week
cut,72.4,6.8,4.8,86.0,0.93,1,deload_week
cut,67.3,5.3,1.7,85.8,-0.62,3,deload_week
cut,66.4,8.9,2.7,88.2,0.48,5,stay_course
maintain,83.8,9.3,4.3,63.3,0.41,4,deload_week
maintain,89.5,6.6,3.5,88.3,1.31,2,reduce_calories
maintain,43.0,6.3,3.2,67.6,1.26,2,reduce_calories
bulk,68.1,5.2,3.0,95.2,-0.96,3,deload_week
bulk,42.4,9.3,4.1,54.0,-0.32,5,stay_course
maintain,82.8,9.1,3.9,40.3,-0.76,2,stay_course
bulk,51.3,7.4,4.8,85.6,-1.2,1,deload_week
cut,98.8,5.1,2.8,65.9,-0.79,3,deload_week
bulk,73.2,8.5,4.0,33.5,1.25,1,reduce_calories
maintain,91.3,8.8,2.9,78.6,0.89,2,increase_intensity
bulk,49.1,5.0,4.9,73.2,0.58,2,deload_week
bulk,59.1,8.9,4.1,64.6,-0.98,2,stay_course
maintain,96.7,8.2,2.0,69.0,-0.95,1,increase_calories
maintain,91.4,5.2,1.5,42.3,0.54,6,deload_week
maintain,75.5,7.7,4.4,43.5,-0.91,6,deload_week
cut,81.5,8.6,1.8,50.3,-0.59,1,stay_course
maintain,70.1,7.1,3.0,70.6,-0.51,3,increase_intensity
maintain,41.2,5.3,4.4,73.0,-0.37,5,deload_week
bulk,61.0,7.6,4.5,43.3,0.55,4,deload_week
maintain,77.4,9.0,2.6,74.4,-0.87,5,increase_intensity
bulk,59.0,5.7,1.7,94.5,-0.08,2,stay_course
cut,94.7,7.3,1.1,35.6,-0.3,5,stay_course
cut,48.5,7.5,1.1,55.8,0.68,2,stay_course
cut,75.6,5.1,2.3,90.5,1.29,4,deload_week
cut,42.5,7.5,2.3,76.5,0.24,2,stay_course
maintain,54.7,7.8,4.2,75.2,-0.98,5,deload_week
bulk,57.8,8.3,1.7,60.2,-1.27,6,stay_course
maintain,77.4,4.6,3.7,53.8,-0.92,6,deload_week
cut,53.4,7.2,4.4,33.1,0.22,2,deload_week
bulk,91.3,4.8,3.6,42.4,-1.04,2,deload_week
cut,62.3,6.0,3.7,91.8,0.63,5,stay_course
cut,92.2,7.2,3.1,99.4,-0.61,1,stay_course
cut,85.8,5.0,2.3,68.9,-1.32,3,deload_week
maintain,85.0,8.7,3.7,33.0,-0.34,5,stay_course
bulk,94.9,7.0,3.6,63.6,1.0,5,stay_course
maintain,86.6,9.3,3.6,49.7,1.11,6,reduce_calories
maintain,86.5,5.1,2.7,39.1,-0.61,2,deload_week
cut,76.6,8.1,2.7,40.1,-1.27,2,increase_calories
cut,58.3,4.8,2.1,72.8,0.1,1,deload_week
maintain,84.0,9.2,4.7,69.8,1.09,1,deload_week
cut,68.3,7.6,1.6,83.2,0.26,5,stay_course
bulk,56.7,8.0,1.4,41.3,0.59,1,stay_course
bulk,73.0,4.8,4.5,59.6,-1.44,6,deload_week
bulk,50.1,4.5,1.0,95.5,0.74,5,deload_week
maintain,51.6,6.5,4.5,30.3,0.4,3,deload_week
cut,56.2,8.9,4.6,68.5,-1.49,3,deload_week
bulk,81.3,9.1,4.4,73.1,0.48,5,deload_week
bulk,43.7,6.8,3.1,60.3,0.97,4,stay_course
cut,91.5,5.4,3.2,92.3,1.15,5,deload_week
bulk,93.6,7.9,4.5,44.3,0.94,4,deload_week
bulk,45.0,6.2,1.5,74.2,0.13,4,stay_course
cut,63.9,5.0,2.7,51.3,0.83,1,deload_week
cut,51.4,7.8,4.2,44.1,-0.82,5,deload_week
cut,45.9,7.2,3.0,98.0,-0.45,2,stay_course
maintain,84.2,8.1,1.3,63.4,0.62,6,stay_course
bulk,41.2,9.3,2.9,57.0,0.45,4,stay_course
bulk,83.4,8.6,1.7,74.4,1.3,5,increase_intensity
cut,91.4,8.6,2.0,35.3,-1.12,5,stay_course
maintain,97.4,5.1,4.7,78.6,-0.44,5,deload_week
maintain,74.8,7.2,2.0,78.5,-0.45,4,increase_intensity
cut,84.1,4.6,3.9,81.2,0.6,4,deload_week
maintain,81.8,8.6,3.1,83.5,0.33,3,stay_course
bulk,89.8,5.2,2.8,51.6,0.02,5,deload_week
cut,60.6,5.6,2.1,60.5,0.41,4,stay_course
bulk,57.9,5.2,4.4,31.6,-0.7,4,deload_week
cut,85.9,6.6,3.4,99.8,-1.31,4,increase_calories
bulk,77.1,6.9,3.2,68.7,0.29,3,stay_course
bulk,80.8,5.8,2.4,73.2,0.21,4,increase_intensity
maintain,44.5,7.0,4.2,86.1,1.04,1,deload_week
maintain,67.7,5.9,2.8,96.1,-0.47,4,stay_course
bulk,74.9,8.5,1.4,56.7,0.83,5,stay_course
cut,55.9,6.1,4.2,41.7,0.42,4,deload_week
cut,59.6,5.4,4.3,99.1,-1.01,2,deload_week
maintain,42.3,6.5,3.2,93.1,-1.45,5,increase_calories
cut,56.2,8.7,2.4,37.3,-0.84,5,stay_course
bulk,74.4,5.4,3.7,32.9,-0.05,6,deload_week
bulk,73.1,7.6,3.9,48.3,1.06,1,reduce_calories
bulk,60.9,9.4,1.9,40.5,1.38,3,reduce_calories
cut,42.8,5.6,3.7,80.4,0.78,4,stay_course
cut,75.5,8.8,3.4,75.2,-1.45,3,increase_calories
maintain,57.6,7.3,4.1,43.4,-0.19,5,stay_course
bulk,90.7,9.5,2.7,69.9,0.01,4,increase_calories
bulk,94.7,7.8,3.1,41.3,1.13,1,reduce_calories
cut,46.8,8.3,2.7,92.2,-1.13,2,stay_course
maintain,95.1,6.0,4.9,39.2,0.29,1,deload_week
maintain,69.0,7.8,4.8,69.1,1.29,3,deload_week
cut,58.1,4.7,1.6,84.5,-1.15,3,deload_week
bulk,75.8,8.9,1.5,95.3,0.8,2,increase_intensity
cut,47.5,4.5,1.9,95.2,0.44,3,deload_week
maintain,87.6,5.8,2.2,93.1,-0.59,3,increase_intensity
bulk,87.1,6.4,1.9,60.6,-0.99,2,increase_calories
bulk,53.5,4.5,4.3,97.9,-0.64,6,deload_week
maintain,53.1,5.3,4.3,93.0,-1.33,6,deload_week
cut,63.7,7.8,4.8,95.1,-1.3,6,deload_week
maintain,54.2,8.4,1.6,97.9,-0.02,4,stay_course
maintain,72.2,7.2,2.0,54.3,-0.54,6,stay_course
maintain,73.2,5.4,3.3,51.4,0.54,3,deload_week
cut,82.8,6.1,2.6,98.4,-0.52,3,increase_intensity
bulk,45.0,4.8,2.3,33.7,1.06,1,deload_week
maintain,58.5,5.0,2.8,51.5,-0.09,3,deload_week
bulk,52.9,8.4,2.2,91.2,0.7,6,stay_course
maintain,46.7,8.4,2.8,54.9,-0.6,5,stay_course
maintain,52.0,5.9,4.6,44.2,-0.5,4,deload_week
bulk,72.1,5.6,1.5,45.2,-1.25,1,stay_course
bulk,52.1,8.6,3.1,72.1,-0.95,1,stay_course
bulk,68.5,7.2,1.7,94.0,-1.3,2,stay_course
maintain,72.6,5.5,2.1,68.8,-0.95,6,increase_calories
cut,58.8,5.1,3.8,58.6,1.0,2,deload_week
maintain,83.7,6.9,4.2,65.8,-1.2,5,deload_week
cut,61.4,7.9,1.8,49.5,-0.36,1,stay_course
bulk,68.8,8.2,4.7,71.5,-0.31,1,deload_week
maintain,53.5,8.6,1.5,72.3,-0.73,4,stay_course
bulk,87.6,5.8,4.6,33.7,0.26,5,deload_week
cut,81.4,5.1,3.1,68.8,-0.06,5,deload_week
cut,71.9,5.7,4.7,79.6,-1.01,6,deload_week
cut,72.4,6.5,3.1,93.3,-0.99,3,stay_course
maintain,56.6,9.2,4.1,50.8,0.75,6,stay_course
bulk,83.5,7.4,2.8,69.3,1.13,4,reduce_calories
maintain,78.1,7.4,4.0,38.8,0.05,1,stay_course
bulk,43.1,5.2,2.8,70.9,0.69,5,deload_week
bulk,93.8,8.7,4.4,87.4,-0.6,5,deload_week
cut,78.4,9.0,2.8,35.7,-1.46,3,increase_calories
bulk,71.7,9.1,2.1,53.0,-1.2,3,stay_course
cut,65.5,8.3,1.6,99.6,1.45,1,stay_course
cut,50.9,5.6,1.1,67.0,-0.47,4,stay_course
bulk,46.8,4.9,2.0,99.0,-0.02,5,deload_week
cut,56.5,9.1,3.3,92.1,-1.43,5,increase_calories
bulk,95.0,9.3,3.9,74.1,-1.0,1,stay_course
maintain,68.1,4.7,2.3,69.2,-0.22,4,deload_week
bulk,52.5,8.6,2.5,74.0,0.47,6,stay_course
bulk,72.3,4.6,3.9,97.3,-1.46,6,deload_week
maintain,51.7,7.9,1.1,82.1,-1.13,2,increase_calories
bulk,44.8,5.7,4.4,38.8,0.22,4,deload_week
maintain,48.1,8.8,2.4,47.0,-0.22,5,stay_course
cut,81.4,6.1,3.1,37.1,0.01,1,stay_course
cut,57.0,4.8,1.5,44.9,-0.12,4,deload_week
cut,94.3,9.2,4.2,67.2,-0.88,4,deload_week
cut,94.9,4.9,3.8,65.7,0.3,5,deload_week
cut,52.5,5.7,3.5,79.3,0.38,5,stay_course
maintain,98.5,9.4,4.4,60.1,-0.4,3,deload_week
maintain,79.9,4.9,2.3,57.0,-0.37,5,deload_week
